IDENTIFIKATOR_KLIJENTA,DOB,VRSTA_ZAPOSLENJA,SEGMENT,PRIORITY_SCORE,CLV_SCORE,CHURN_RISK,FUTURE_POTENTIAL,RANG_PONUDE,PROIZVOD,RAZLOG,ZARADA_BANKE,KANAL,PONUDA_SCORE
XGAZLY5GUMOJ,53,OSTALO,ODRŽAVAJ,18.8,8.7,20.0,31.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 15 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,94
83KDU6D5PQXV,60,SAMOZAPOSLEN,RAZVIJAJ,18.8,0.0,20.0,43.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
4XVCN0HJF59W,35,NEZAPOSLEN,RAZVIJAJ,18.8,0.0,20.0,43.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
V2IXOAU7NS9I,52,PODUZETNIK,RAZVIJAJ,18.8,0.0,20.0,43.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
2C12NURRJYMY,56,ZAPOSLEN,ODRŽAVAJ,18.8,8.8,20.0,31.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 14 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,87
GPT40D0A0ST6,31,NEZAPOSLEN,RAZVIJAJ,18.8,0.0,20.0,43.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
BFGQAK7Z14I3,60,ZAPOSLEN,RAZVIJAJ,18.8,0.0,20.0,43.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
R171WBBTQJE4,38,NEZAPOSLEN,RAZVIJAJ,18.8,0.0,20.0,43.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
LYFKFOW8IV0I,47,ZAPOSLEN,RAZVIJAJ PREMIUM,18.8,10.8,0.0,60.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
AF1AVBAMD0E8,52,ZAPOSLEN,RAZVIJAJ,18.8,5.9,20.0,35.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
M61SEGURW6XT,34,NEZAPOSLEN,RAZVIJAJ,18.8,0.0,20.0,43.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
0L1T2BUA1PCD,51,ZAPOSLEN,RAZVIJAJ,18.8,0.0,20.0,43.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
ZAYOPOGCRE1K,52,NEZAPOSLEN,ODRŽAVAJ,18.8,10.1,20.0,29.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 19 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
PIR4CCPTXVQX,34,NEZAPOSLEN,RAZVIJAJ,18.8,0.0,20.0,43.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
XOE4QJSQJWGB,37,NEZAPOSLEN,RAZVIJAJ,18.8,0.0,20.0,43.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
Z0QD358W2UBU,38,NEZAPOSLEN,RAZVIJAJ,18.8,0.0,20.0,43.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
RPCCHP0BCDWW,39,NEZAPOSLEN,RAZVIJAJ,18.8,0.0,20.0,43.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
85X01867FME0,86,UMIROVLJENIK,ODRŽAVAJ,18.8,21.1,20.0,13.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 31 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
ZQPTVKGGDA0W,39,NEZAPOSLEN,RAZVIJAJ,18.8,0.0,20.0,43.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
W056HGP264PJ,42,ZAPOSLEN,RAZVIJAJ,18.8,0.0,20.0,43.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
OS6CKG7HCXL3,36,NEZAPOSLEN,RAZVIJAJ,18.8,0.0,20.0,43.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
ZORBHQ8YNCLL,56,ZAPOSLEN,ODRŽAVAJ,18.8,8.6,20.0,31.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 4 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,30
DFUON214JVE1,49,ZAPOSLEN,RAZVIJAJ,18.8,0.0,20.0,43.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
25RXDQXEUEI8,60,ZAPOSLEN,RAZVIJAJ,18.8,5.7,20.0,35.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
YZH0ZYOGNJ36,33,ZAPOSLEN,RAZVIJAJ,18.8,4.4,3.1,64.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
9KZA6NQSVLQ7,34,NEZAPOSLEN,RAZVIJAJ,18.8,0.0,20.0,43.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
THPOC1VHRCKV,59,ZAPOSLEN,ODRŽAVAJ,18.8,8.8,20.0,31.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 15 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,96
E4VOTXTMIEKM,60,ZAPOSLEN,RAZVIJAJ,18.8,0.0,20.0,43.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
RZT7DBR44EB7,61,PODUZETNIK,RAZVIJAJ,18.8,0.0,20.0,43.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
WVHEV52E67X5,59,NEZAPOSLEN,ODRŽAVAJ,18.8,12.9,20.0,25.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 27 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
Y9K8MJUCIIRI,80,OSTALO,ODRŽAVAJ,18.8,8.7,20.0,31.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 15 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,93
J73WH78HA5SM,54,OSTALO,ODRŽAVAJ,18.8,8.6,20.0,31.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 15 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,93
IC8PPWLF3TQS,86,UMIROVLJENIK,ODRŽAVAJ,18.7,21.0,20.0,13.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 26 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
FJD28TPRNXFS,62,ZAPOSLEN,RAZVIJAJ PREMIUM,18.7,18.9,1.6,46.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
ABVG3O9G9DLW,92,UMIROVLJENIK,ODRŽAVAJ,18.7,21.0,20.0,13.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 27 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
DAUPY8E3LRNG,58,ZAPOSLEN,RAZVIJAJ,18.7,5.5,20.0,35.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
NGPW22C8F9QB,60,ZAPOSLEN,ODRŽAVAJ,18.7,12.2,16.7,31.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
REUQIP7XPZ1C,55,NEZAPOSLEN,RAZVIJAJ PREMIUM,18.7,13.5,1.2,54.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
IQ44FFSKORW6,60,ZAPOSLEN,RAZVIJAJ,18.7,5.5,20.0,35.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
CQ4K4Z52IGVD,51,ZAPOSLEN,RAZVIJAJ,18.7,5.4,20.0,35.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
I092QEF9Y0Y2,25,STUDENT                         ,RAZVIJAJ PREMIUM,18.7,11.2,2.6,55.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
VB6I0M3I55CY,51,ZAPOSLEN,RAZVIJAJ PREMIUM,18.7,10.4,1.3,58.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
ZK1BK48F3PCI,86,UMIROVLJENIK,ODRŽAVAJ,18.7,20.8,20.0,13.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 25 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
Q3TRHVTO5PB3,57,ZAPOSLEN,ODRŽAVAJ,18.7,8.6,20.0,31.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 14 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,90
F0F06898ZS40,64,UMIROVLJENIK,ODRŽAVAJ,18.7,12.6,27.3,13.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
6ZUBMQNVC8XB,88,UMIROVLJENIK,ODRŽAVAJ,18.7,20.8,20.0,13.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 27 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
OM5TKF1SHDX2,48,ZAPOSLEN,RAZVIJAJ,18.7,5.2,16.0,42.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
LR2VKNA6DZ8C,73,OSTALO,ODRŽAVAJ,18.7,11.2,20.0,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 23 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
YL244M41HQ5D,62,ZAPOSLEN,ODRŽAVAJ,18.7,11.4,20.0,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 23 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
JPBRQH5EW076,82,UMIROVLJENIK,ODRŽAVAJ,18.7,21.0,20.0,13.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 19 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
YPON1VPVOMNX,68,UMIROVLJENIK,ODRŽAVAJ,18.7,8.9,22.2,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 10 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,66
S0PESC3MNMLV,63,ZAPOSLEN,RAZVIJAJ PREMIUM,18.7,13.9,8.4,42.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
3YYQMW6JY3TF,55,ZAPOSLEN,RAZVIJAJ PREMIUM,18.6,11.8,2.5,54.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
F6QXY8DVWR26,50,ZAPOSLEN,RAZVIJAJ PREMIUM,18.6,12.0,0.4,57.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
EFYGK2C4HP7S,92,UMIROVLJENIK,ODRŽAVAJ,18.6,20.7,20.0,13.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 31 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
88R9M76LOC55,50,ZAPOSLEN,RAZVIJAJ PREMIUM,18.6,19.9,0.4,46.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
SD52T24J5L6Y,59,ZAPOSLEN,RAZVIJAJ PREMIUM,18.6,13.3,3.6,50.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
B3JPRH2UOVLL,67,ZAPOSLEN,ODRŽAVAJ,18.6,11.1,20.0,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
MZZ4KC1I4XNH,44,ZAPOSLEN,RAZVIJAJ,18.6,7.3,2.7,60.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
MM9PXT8VPI3N,99,UMIROVLJENIK,ODRŽAVAJ,18.6,20.6,20.0,13.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 27 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
2745NFLXCC4H,61,ZAPOSLEN,ODRŽAVAJ,18.6,11.1,20.0,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
4IYN9197J8SL,57,NEZAPOSLEN,ODRŽAVAJ,18.6,12.3,20.0,25.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 25 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
9175X1603ZC3,51,ZAPOSLEN,RAZVIJAJ,18.6,7.3,6.5,54.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
BPLWYBKONB3X,60,OSTALO,ODRŽAVAJ,18.6,12.5,16.3,31.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
RS7PPN8QBQEX,53,NEZAPOSLEN,ODRŽAVAJ,18.6,12.4,20.0,25.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 24 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
MBRM4IJMH6JK,40,ZAPOSLEN,RAZVIJAJ PREMIUM,18.6,10.4,3.6,54.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
IGR2593HJKHV,54,OSTALO,ODRŽAVAJ,18.6,13.8,15.2,31.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
X27Q8R2SKG0P,45,NEZAPOSLEN,RAZVIJAJ,18.6,4.5,20.0,36.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
T96RB9GOPHJR,75,UMIROVLJENIK,ODRŽAVAJ,18.6,20.6,20.0,13.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 6 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,45
W2IWNW3PRVLH,54,OSTALO,ODRŽAVAJ,18.6,10.9,17.6,31.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
YJPE19VX22ZS,73,UMIROVLJENIK,ODRŽAVAJ,18.6,14.5,25.5,13.5,1,Oročeni depozit — posebna kamata za lojalne,"Stanje 6,542€ slobodnih sredstava",Stabilizacija depozitne baze,HPB mobilna aplikacija,33
3NZBRRJEPHO7,85,OSTALO,ODRŽAVAJ,18.6,11.0,20.0,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 11 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,74
3M20NFPQ66NP,55,NEZAPOSLEN,ODRŽAVAJ,18.6,9.6,20.0,29.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 7 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,47
4DD5Z9GZ9RMD,63,OSTALO,ODRŽAVAJ,18.6,11.1,20.0,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 22 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
R11QGNG0TYM9,48,NEZAPOSLEN,RAZVIJAJ,18.6,4.6,20.0,36.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
2F2P8KUVZMJZ,62,ZAPOSLEN,ODRŽAVAJ,18.6,11.1,20.0,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
CLEZMVZQ8W8D,53,ZAPOSLEN,RAZVIJAJ,18.6,6.8,20.0,33.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
5RCL146LGM52,73,UMIROVLJENIK,ODRŽAVAJ,18.6,20.6,20.0,13.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 16 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
GPAWMAQ5K6Q1,48,NEZAPOSLEN,RAZVIJAJ,18.6,4.5,20.0,36.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
1CQKMW5M33H6,63,ZAPOSLEN,ODRŽAVAJ,18.6,11.0,20.0,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
F7P3ACQBSP1R,48,NEZAPOSLEN,RAZVIJAJ PREMIUM,18.6,11.4,11.6,40.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
RJW2TOTNK48W,46,NEZAPOSLEN,RAZVIJAJ,18.6,4.5,20.0,36.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
4WWV6C5TB4TR,43,ZAPOSLEN,RAZVIJAJ PREMIUM,18.6,10.7,2.0,56.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
8B7SI6NR1EWI,60,ZAPOSLEN,RAZVIJAJ PREMIUM,18.6,16.4,10.4,35.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
ZZZJV2622S05,50,OSTALO,RAZVIJAJ PREMIUM,18.6,11.1,10.5,42.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
MZ8PRNTITMYI,84,UMIROVLJENIK,ODRŽAVAJ,18.6,20.6,20.0,13.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 10 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,73
P9T1YJCZ4OCV,43,NEZAPOSLEN,RAZVIJAJ,18.6,4.6,20.0,36.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
96TQV4CQY7NC,86,UMIROVLJENIK,ODRŽAVAJ,18.6,20.7,20.0,13.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 7 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,53
YJPE19VX22ZS,73,UMIROVLJENIK,ODRŽAVAJ,18.6,14.5,25.5,13.5,2,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 2 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,21
SWZ9NJ0R7VT9,49,NEZAPOSLEN,RAZVIJAJ,18.5,4.3,20.0,36.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
IV3YTZ9Y93OW,47,NEZAPOSLEN,RAZVIJAJ,18.5,4.3,20.0,36.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
539GG54S6O90,43,NEZAPOSLEN,RAZVIJAJ,18.5,4.3,20.0,36.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
R7SLPSXSHAOG,41,NEZAPOSLEN,RAZVIJAJ,18.5,4.2,20.0,36.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
BZOB94DRHNFW,50,NEZAPOSLEN,RAZVIJAJ PREMIUM,18.5,24.5,2.2,36.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
KCVINHMIRZRM,72,OSTALO,ODRŽAVAJ,18.5,10.8,20.0,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
3M9OVJYOM7ML,72,UMIROVLJENIK,ODRŽAVAJ,18.5,20.3,20.0,13.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 17 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
FYQ65AXRCRKD,80,UMIROVLJENIK,ODRŽAVAJ,18.5,19.0,20.0,15.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
